body_part_name,category_name,procedure_name,alternative_names,short_description,overview,procedure_details,ideal_candidates,recovery_time,procedure_duration,hospital_stay_required,min_cost,max_cost,risks,procedure_types,recovery_process,results_duration,benefits,benefits_detailed,alternative_procedures,tags
Face,Fillers And Other Injectables,RHA Collection Fillers,Hyaluronic Acid Fillers,A range of hyaluronic acid-based dermal fillers designed to restore volume and reduce wrinkles.,RHA Collection Fillers are hyaluronic acid-based dermal fillers used to restore facial volume and smooth wrinkles.,The filler is injected into areas of the face to add volume and smooth out wrinkles and fine lines.,"Individuals with facial wrinkles, loss of volume, or fine lines.",1–2 weeks,30 minutes,No,"₹25,000","₹1,00,000","Swelling, bruising, lumps, infection.","Wrinkle treatment, Volume restoration","Mild swelling or bruising common; no downtime required, but avoid excessive facial movement for a few days.","Results visible immediately, lasts 6–12 months.","Restored facial volume, smooth skin.","Smooths out wrinkles, restores volume, and enhances facial aesthetics.","Juvederm, Restylane.","rha fillers, hyaluronic acid fillers, skin rejuvenation"
Skin,Skin Care Products,Alastin Skincare,Skincare Products,A range of skincare products designed to enhance the results of aesthetic treatments and promote skin health.,"Alastin Skincare offers products that help improve skin appearance, especially after treatments like lasers or injectables.","Products such as cleansers, sunscreens, and post-treatment skincare to promote healing and improve skin health.",Individuals who undergo aesthetic treatments or want enhanced skin care.,Ongoing treatment,N/A,No,"₹5,000","₹20,000","Skin irritation, allergic reactions.","Skincare, Post-treatment care",Use as directed; gentle application and sunscreen protection are key.,Results visible in a few weeks.,"Improved skin health, smoother appearance.",Enhances the effects of treatments and promotes long-term skin health.,"Topical treatments, Moisturizers.","alastin skincare, post-treatment care, skincare"
Skin,Skin Rejuvenation And Resurfacing,Moxi,Non-Ablative Laser,A non-ablative laser treatment that refreshes and rejuvenates the skin without downtime.,"Moxi uses non-ablative laser technology to address pigmentation, sun damage, and improve skin texture.",The laser targets the skin’s surface to stimulate collagen production without removing skin layers.,"Individuals with pigmentation, sun damage, or uneven skin texture.",1–2 weeks,20 minutes,No,"₹20,000","₹70,000","Redness, swelling, mild irritation.","Skin rejuvenation, Pigmentation treatment",Mild redness and swelling for a few hours; results gradually improve over weeks.,Results visible in 2–4 weeks.,"Brighter, more even skin tone.","Improves skin texture, reduces pigmentation, and enhances overall appearance.","Chemical peels, Microneedling.","moxi laser, skin rejuvenation, non-ablative treatment"
Body,Body Contouring,Power-Assisted Liposuction (PAL),PAL Liposuction,A liposuction technique using power-assisted devices to break up fat before removal.,"Power-assisted liposuction uses a vibrating cannula to help break down fat cells for easier removal, resulting in smoother contours.",A device with a vibrating cannula is used to break down fat cells for smoother removal.,"Individuals seeking to target stubborn fat areas, especially with fibrous fat.",1–2 weeks,1–3 hours,No,"₹60,000","₹2,50,000","Bruising, swelling, infection, contour irregularities.","Liposuction, Fat removal",Post-operative compression garments recommended; avoid strenuous activity for 3–6 weeks.,Results visible in 1–2 months.,Smoother body contours.,Reduces stubborn fat and improves skin smoothness after liposuction.,"Tumescent Liposuction, Traditional Liposuction.","power-assisted liposuction, liposuction, fat removal"
Body,Body Contouring,Accent Prime,RF Skin Tightening,A non-invasive treatment using radiofrequency technology to tighten skin and reduce wrinkles.,"Accent Prime uses RF energy to stimulate collagen production, tighten skin, and reduce wrinkles without the need for surgery.","RF energy is applied to the skin, stimulating collagen and tightening tissue.","Individuals with mild skin laxity, fine lines, or wrinkles.",1–2 weeks,30–45 minutes,No,"₹30,000","₹80,000","Redness, mild swelling, skin irritation.","Skin tightening, Anti-aging treatment",No downtime; mild redness and swelling may occur for a few hours.,Results visible in 4–6 weeks.,"Firmer, more youthful skin.",Tightens skin and reduces the appearance of fine lines and wrinkles.,"Thermage, Ultherapy.","accent prime, skin tightening, non-surgical facelift"
Legs,Body Contouring,Calf Reduction,Calf Liposuction,A cosmetic procedure to reduce the size of the calves for a more proportionate look.,"Calf reduction involves liposuction to reduce the size of the calves by removing excess fat or muscle, improving leg shape.",Liposuction or surgical reduction of the calf muscle or fat.,Individuals with large calves or disproportionate lower legs.,2–4 weeks,1–2 hours,Yes,"₹80,000","₹2,00,000","Scarring, infection, muscle weakness, asymmetry.","Cosmetic surgery, Body contouring",Compression garments are worn for several weeks; avoid strenuous leg activities.,Results visible in 1–2 months.,More proportional calves.,Reduces calf size and enhances leg shape for better proportion.,"Liposuction, Thigh Liposuction.","calf reduction, leg contouring, body shaping"
Female Genitals,Female Genital Aesthetic Surgery,Clitoral Hood Reduction,Clitoral Hoodectomy,A surgical procedure to reduce excess tissue around the clitoris for improved appearance and comfort.,"Clitoral hood reduction removes excess skin around the clitoris, often done for aesthetic or functional reasons.","Removal of excess skin around the clitoris, performed via small incisions.",Individuals with excess clitoral hood tissue.,2–4 weeks,30–60 minutes,Yes,"₹40,000","₹1,50,000","Infection, scarring, numbness, altered sensation.","Cosmetic surgery, Genital enhancement",Mild swelling and discomfort; avoid sexual activity and strenuous exercise for several weeks.,Results permanent.,Enhanced appearance and comfort.,Reduces excess tissue for improved aesthetics and function.,"Labial reduction, Vaginoplasty.","clitoral hood reduction, genital surgery, cosmetic surgery"
Ears,Ear Surgery,Earfold,Non-Surgical Ear Pinning,A minimally invasive procedure to correct protruding ears with a permanent implant.,Earfold involves placing a small implant under the skin to reposition the ears and achieve a more natural appearance.,"Small incisions are made, and an implant is placed to fold the cartilage and reposition the ears.",Individuals with prominent or protruding ears.,1–2 weeks,30–60 minutes,No,"₹1,50,000","₹3,00,000","Infection, implant rejection, asymmetry.","Cosmetic surgery, Ear correction",Mild swelling and bruising; results are immediate and permanent.,Results visible immediately.,Corrected ear position.,"Non-surgical, permanent ear repositioning.","Otoplasty, Ear Pinning.","earfold, non-surgical ear correction, cosmetic surgery"
Hands,Reconstructive Surgeries,Hand Reconstructive Surgery,Hand Surgery,A surgical procedure to restore function and appearance to injured or deformed hands.,"Hand reconstructive surgery aims to restore function, relieve pain, and improve the appearance of the hands.","Involves various techniques, such as tendon repair, bone grafts, or skin grafts.",Individuals with hand injuries or congenital deformities.,4–6 weeks,2–4 hours,Yes,"₹50,000","₹3,00,000","Infection, nerve damage, scarring, limited range of motion.","Reconstructive surgery, Trauma care",Immobilization and rehabilitation exercises required; avoid strenuous use of hands during recovery.,"Results permanent, functional recovery.",Restored hand function and appearance.,Improves hand function and aesthetics after trauma or deformity.,"Plastic Surgery, Tendon Repair.","hand surgery, reconstructive surgery, hand function restoration"
Stomach,Weight Loss Treatments,Allurion Balloon,Gastric Balloon,A non-surgical weight loss treatment using an ingestible balloon to reduce stomach capacity.,"The Allurion Balloon is a temporary, swallowable balloon that helps with weight loss by reducing stomach capacity.",The balloon is ingested and inflated inside the stomach to reduce hunger and food intake.,Individuals looking for weight loss assistance with a BMI of 30+ or with weight-related health issues.,1–2 weeks,20–30 minutes,No,"₹2,50,000","₹5,00,000","Nausea, stomach discomfort, balloon deflation.","Bariatric surgery, Weight loss solution",Follow a diet and exercise program for long-term weight loss.,Results visible in 3–6 months.,Significant weight loss.,Helps control appetite and reduces food intake for effective weight loss.,"Gastric Sleeve, Gastric Bypass.","allurion balloon, weight loss, non-surgical weight loss"
Skin,Skin Tightening,Forma,RF Skin Tightening,A non-invasive radiofrequency treatment to tighten and firm the skin.,Forma uses advanced RF technology to stimulate collagen production and tighten skin without surgery.,The RF energy penetrates deep into the skin to stimulate collagen and tighten tissue.,Individuals with mild to moderate skin laxity or sagging.,1–2 weeks,30 minutes,No,"₹30,000","₹90,000","Mild redness, swelling, temporary skin irritation.","Skin tightening, Anti-aging treatment",Mild redness and warmth immediately post-treatment; no downtime.,Results visible in 2–4 weeks.,"Tighter, firmer skin.",Enhances skin texture and tightens loose skin.,"Ultherapy, Thermage.","forma, skin tightening, non-surgical facelift"
Teeth & Gums,General Dentistry,Gum Graft,Gingival Grafting,A surgical procedure to treat gum recession by grafting tissue to the gums.,"Gum graft surgery involves transplanting tissue to cover exposed tooth roots, helping with recession and sensitivity.",Tissue is taken from the roof of the mouth or donor tissue to cover the exposed gums.,Individuals with gum recession or tooth sensitivity.,2–4 weeks,1–2 hours,Yes,"₹40,000","₹1,50,000","Infection, bleeding, swelling, sensitivity.","Periodontal surgery, Gum care","Follow proper oral hygiene, avoid hard foods; swelling and discomfort may last a few weeks.",Results visible in 3–6 months.,Healthier gums and improved smile.,Restores gum tissue to prevent further recession and tooth sensitivity.,"Periodontal treatment, Root Coverage.","gum graft, dental surgery, gum recession treatment"
Skin,Skin Rejuvenation And Resurfacing,Lux 1540,Non-Ablative Fractional Laser,A fractional laser treatment for skin resurfacing and rejuvenation.,"Lux 1540 targets skin imperfections like pigmentation, wrinkles, and scars, promoting collagen production without damaging the skin’s surface.","A fractional laser system used to target skin imperfections and stimulate collagen production for smoother, youthful skin.","Individuals with fine lines, wrinkles, or mild scars.",1–2 weeks,30–60 minutes,No,"₹25,000","₹1,00,000","Redness, swelling, hyperpigmentation, mild discomfort.","Skin resurfacing, Anti-aging treatment",Mild redness and swelling for a few days; avoid sun exposure and harsh skincare products.,Results visible in 2–4 weeks.,"Smoother, rejuvenated skin.","Improves texture, tone, and overall appearance of skin.","CO2 Laser, Fraxel Laser.","lux 1540, skin resurfacing, anti-aging treatment"
Skin,Skin Rejuvenation And Resurfacing,Glycolic Peel,AHA Peel,A chemical peel using glycolic acid to exfoliate and rejuvenate the skin.,"Glycolic acid helps remove dead skin cells, promoting smoother, younger-looking skin by improving texture and reducing pigmentation.","Glycolic acid is applied to the skin to exfoliate, remove dead cells, and improve skin tone.","Individuals with dull, uneven skin tone, or mild acne scars.",1–2 weeks,30 minutes,No,"₹3,000","₹10,000","Redness, irritation, peeling, increased sensitivity to the sun.","Chemical peeling, Skin resurfacing",Peeling and dryness for a few days; sunscreen use is essential for 2–4 weeks after treatment.,Results visible in 1–2 weeks.,"Smoother, even-toned skin.","Reduces signs of aging, acne scars, and sun damage.","Salicylic Peel, TCA Peel.","glycolic peel, chemical peel, skin resurfacing"
